   0.00000,    1.96960,   -0.03209
   0.00005,    1.96960,    0.01324
   0.00010,    1.96960,    0.01324
   0.00015,    1.96960,    0.01324
   0.00020,    1.96960,    0.01324
   0.00025,    1.96960,    0.05856
   0.00030,    1.96960,    0.10389
   0.00035,    1.96960,    0.10389
   0.00040,    1.96960,    0.14922
   0.00045,    2.01412,    0.14922
   0.00050,    1.96960,    0.19455
   0.00055,    1.96960,    0.19455
   0.00060,    1.96960,    0.19455
   0.00065,    1.96960,    0.23988
   0.00070,    1.96960,    0.28521
   0.00075,    1.96960,    0.28521
   0.00080,    1.96960,    0.33054
   0.00085,    1.96960,    0.33054
   0.00090,    2.01412,    0.37587
   0.00095,    1.96960,    0.37587
   0.00100,    1.96960,    0.42120
   0.00105,    1.96960,    0.42120
   0.00110,    1.96960,    0.46652
   0.00115,    1.96960,    0.46652
   0.00120,    1.96960,    0.51185
   0.00125,    1.96960,    0.51185
   0.00130,    1.96960,    0.55718
   0.00135,    1.96960,    0.55718
   0.00140,    1.96960,    0.60251
   0.00145,    1.96960,    0.60251
   0.00150,    1.96960,    0.60251
   0.00155,    1.96960,    0.64784
   0.00160,    1.96960,    0.69317
   0.00165,    1.96960,    0.69317
   0.00170,    1.96960,    0.69317
   0.00175,    1.96960,    0.69317
   0.00180,    1.96960,    0.73850
   0.00185,    1.96960,    0.73850
   0.00190,    1.96960,    0.73850
   0.00195,    1.96960,    0.78383
   0.00200,    1.96960,    0.78383
   0.00205,    1.96960,    0.82915
   0.00210,    1.96960,    0.82915
   0.00215,    1.96960,    0.87448
   0.00220,    1.96960,    0.87448
   0.00225,    1.96960,    0.87448
   0.00230,    1.96960,    0.91981
   0.00235,    1.96960,    0.96514
   0.00240,    1.96960,    0.91981
   0.00245,    1.96960,    0.96514
   0.00250,    1.96960,    0.96514
   0.00255,    1.96960,    1.01047
   0.00260,    1.96960,    1.01047
   0.00265,    1.96960,    1.01047
   0.00270,    1.96960,    1.01047
   0.00275,    1.96960,    1.05580
   0.00280,    1.96960,    1.05580
   0.00285,    1.96960,    1.10113
   0.00290,    1.96960,    1.10113
   0.00295,    1.96960,    1.10113
   0.00300,    1.96960,    1.10113
   0.00305,    1.96960,    1.14646
   0.00310,    1.96960,    1.14646
   0.00315,    1.96960,    1.14646
   0.00320,    1.96960,    1.19178
   0.00325,    1.96960,    1.19178
   0.00330,    1.96960,    1.19178
   0.00335,    1.96960,    1.23711
   0.00340,    1.96960,    1.23711
   0.00345,    1.96960,    1.23711
   0.00350,    1.96960,    1.28244
   0.00355,    1.96960,    1.23711
   0.00360,    1.96960,    1.28244
   0.00365,    1.96960,    1.28244
   0.00370,    1.96960,    1.28244
   0.00375,    1.96960,    1.32777
   0.00380,    1.96960,    1.28244
   0.00385,    1.96960,    1.28244
   0.00390,    1.96960,    1.28244
   0.00395,    1.96960,    1.32777
   0.00400,    1.96960,    1.32777
   0.00405,    1.96960,    1.37310
   0.00410,    1.96960,    1.32777
   0.00415,    1.96960,    1.32777
   0.00420,    1.96960,    1.37310
   0.00425,    1.96960,    1.37310
   0.00430,    1.96960,    1.37310
   0.00435,    1.96960,    1.37310
   0.00440,    1.96960,    1.37310
   0.00445,    2.01412,    1.41843
   0.00450,    1.96960,    1.37310
   0.00455,    1.96960,    1.41843
   0.00460,    1.96960,    1.41843
   0.00465,    1.96960,    1.41843
   0.00470,    1.96960,    1.41843
   0.00475,    1.96960,    1.41843
   0.00480,    1.96960,    1.41843
   0.00485,    1.96960,    1.41843
   0.00490,    1.96960,    1.41843
   0.00495,    1.96960,    1.41843
   0.00500,    1.96960,    1.46376
   0.00505,    1.96960,    1.46376
   0.00510,    1.96960,    1.46376
   0.00515,    1.96960,    1.41843
   0.00520,    1.96960,    1.41843
   0.00525,    1.96960,    1.46376
   0.00530,    1.96960,    1.41843
   0.00535,    1.96960,    1.41843
   0.00540,    1.96960,    1.41843
   0.00545,    1.96960,    1.41843
   0.00550,    2.01412,    1.41843
   0.00555,    1.96960,    1.41843
   0.00560,    1.96960,    1.41843
   0.00565,    1.96960,    1.37310
   0.00570,    1.96960,    1.37310
   0.00575,    1.96960,    1.41843
   0.00580,    1.96960,    1.37310
   0.00585,    1.96960,    1.37310
   0.00590,    1.96960,    1.37310
   0.00595,    1.96960,    1.37310
   0.00600,    1.96960,    1.37310
   0.00605,    1.96960,    1.37310
   0.00610,    1.96960,    1.37310
   0.00615,    1.96960,    1.37310
   0.00620,    1.96960,    1.32777
   0.00625,    1.96960,    1.32777
   0.00630,    1.96960,    1.32777
   0.00635,    1.96960,    1.32777
   0.00640,    1.96960,    1.28244
   0.00645,    1.96960,    1.32777
   0.00650,    1.96960,    1.32777
   0.00655,    1.96960,    1.28244
   0.00660,    1.96960,    1.28244
   0.00665,    1.96960,    1.28244
   0.00670,    1.96960,    1.28244
   0.00675,    1.96960,    1.23711
   0.00680,    0.01068,    1.23711
   0.00685,    0.01068,    1.23711
   0.00690,    0.01068,    1.23711
   0.00695,   -0.03384,    1.19178
   0.00700,    0.01068,    1.19178
   0.00705,    0.01068,    1.19178
   0.00710,    0.01068,    1.19178
   0.00715,    0.01068,    1.14646
   0.00720,   -0.03384,    1.14646
   0.00725,    0.01068,    1.10113
   0.00730,    0.01068,    1.10113
   0.00735,    0.01068,    1.10113
   0.00740,    0.01068,    1.10113
   0.00745,    0.01068,    1.10113
   0.00750,    0.01068,    1.05580
   0.00755,    0.01068,    1.05580
   0.00760,    0.01068,    1.01047
   0.00765,    0.01068,    1.01047
   0.00770,    0.01068,    1.01047
   0.00775,    0.01068,    0.96514
   0.00780,    0.01068,    0.96514
   0.00785,    0.01068,    0.91981
   0.00790,    0.01068,    0.91981
   0.00795,    0.01068,    0.91981
   0.00800,    0.01068,    0.91981
   0.00805,    0.01068,    0.87448
   0.00810,    0.01068,    0.87448
   0.00815,    0.01068,    0.82915
   0.00820,    0.01068,    0.82915
   0.00825,    0.01068,    0.82915
